Sliding Window Attention is enabled but not implemented for `eager`; unexpected results may be encountered.
Some weights of Qwen2ForCausalLM were not initialized from the model checkpoint at /data/ztay632/models/Qwen2.5-1.5B-Instruct and are newly initialized: ['action_head.head.bias', 'action_head.head.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Sliding Window Attention is enabled but not implemented for `eager`; unexpected results may be encountered.
Some weights of Qwen2ForCausalLM were not initialized from the model checkpoint at /data/ztay632/models/Qwen2.5-1.5B-Instruct and are newly initialized: ['action_head.head.bias', 'action_head.head.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Unsloth 2025.3.19 patched 28 layers with 28 QKV layers, 28 O layers and 28 MLP layers.
Using the latest cached version of the dataset since openai/gsm8k couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'main' at /data/ztay632/.cache/huggingface/datasets/openai___gsm8k/main/0.0.0/740312add88f781978c0658806c59bc2815b9866 (last modified on Wed Aug 19 14:31:04 2026).

Map:   0%|          | 0/7473 [00:00<?, ? examples/s]
Map:  60%|██████    | 4500/7473 [00:00<00:00, 35581.60 examples/s]
Map: 100%|██████████| 7473/7473 [00:00<00:00, 51343.60 examples/s]
Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 1
   \\   /|    Num examples = 7,473 | Num Epochs = 1 | Total steps = 7,473
O^O/ \_/ \    Batch size per device = 2 | Gradient accumulation steps = 1
\        /    Data Parallel GPUs = 1 | Total batch size (2 x 1 x 1) = 2
 "-____-"     Trainable parameters = 9,235,458/1,552,952,836 (0.59% trained)
wandb: WARNING The `run_name` is currently set to the same value as `TrainingArguments.output_dir`. If this was not intended, please specify a different run name by setting the `TrainingArguments.run_name` parameter.
wandb: Tracking run with wandb version 0.25.0
wandb: W&B syncing is set to `offline` in this directory. Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
wandb: Run data is saved locally in /data/ztay632/wandb/wandb/offline-run-20260819_212903-706i2fjn
wandb: Detected [huggingface_hub.inference] in use.
wandb: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
wandb: For more information, check out the docs at: https://weave-docs.wandb.ai/

  0%|          | 0/7473 [00:00<?, ?it/s]
  0%|          | 1/7473 [00:20<42:17:37, 20.38s/it]
                                                   
  0%|          | 1/7473 [00:20<42:17:37, 20.38s/it]
  0%|          | 2/7473 [00:30<29:20:15, 14.14s/it]
                                                   
  0%|          | 2/7473 [00:30<29:20:15, 14.14s/it]
  0%|          | 3/7473 [00:40<25:39:59, 12.37s/it]
                                                   
  0%|          | 3/7473 [00:40<25:39:59, 12.37s/it]
  0%|          | 4/7473 [00:50<23:24:03, 11.28s/it]
                                                   
  0%|          | 4/7473 [00:50<23:24:03, 11.28s/it]
  0%|          | 5/7473 [00:59<22:05:38, 10.65s/it]
                                                   
  0%|          | 5/7473 [00:59<22:05:38, 10.65s/it]
  0%|          | 6/7473 [01:09<21:26:02, 10.33s/it]
                                                   
  0%|          | 6/7473 [01:09<21:26:02, 10.33s/it]
  0%|          | 7/7473 [01:19<21:10:52, 10.21s/it]
                                                   
  0%|          | 7/7473 [01:19<21:10:52, 10.21s/it]
  0%|          | 8/7473 [01:29<21:06:19, 10.18s/it]
                                                   
  0%|          | 8/7473 [01:29<21:06:19, 10.18s/it]
  0%|          | 9/7473 [01:39<21:05:01, 10.17s/it]
                                                   
  0%|          | 9/7473 [01:39<21:05:01, 10.17s/it]
  0%|          | 10/7473 [01:49<21:03:28, 10.16s/it]
                                                    
  0%|          | 10/7473 [01:49<21:03:28, 10.16s/it]
  0%|          | 11/7473 [01:58<20:26:10,  9.86s/it]
                                                    
  0%|          | 11/7473 [01:58<20:26:10,  9.86s/it]
  0%|          | 12/7473 [02:09<20:46:33, 10.02s/it]
                                                    
  0%|          | 12/7473 [02:09<20:46:33, 10.02s/it]
  0%|          | 13/7473 [02:18<20:36:55,  9.95s/it]
                                                    
  0%|          | 13/7473 [02:18<20:36:55,  9.95s/it]
  0%|          | 14/7473 [02:27<19:45:37,  9.54s/it]
                                                    
  0%|          | 14/7473 [02:27<19:45:37,  9.54s/it]
  0%|          | 15/7473 [02:37<19:55:20,  9.62s/it]
                                                    
  0%|          | 15/7473 [02:37<19:55:20,  9.62s/it]
  0%|          | 16/7473 [02:47<20:13:31,  9.76s/it]
                                                    
  0%|          | 16/7473 [02:47<20:13:31,  9.76s/it]
  0%|          | 17/7473 [02:57<20:31:23,  9.91s/it]
                                                    
  0%|          | 17/7473 [02:57<20:31:23,  9.91s/it]
  0%|          | 18/7473 [03:07<20:24:28,  9.85s/it]
                                                    
  0%|          | 18/7473 [03:07<20:24:28,  9.85s/it]
  0%|          | 19/7473 [03:17<20:49:56, 10.06s/it]
                                                    
  0%|          | 19/7473 [03:17<20:49:56, 10.06s/it]
  0%|          | 20/7473 [03:29<21:29:58, 10.38s/it]
                                                    
  0%|          | 20/7473 [03:29<21:29:58, 10.38s/it]
  0%|          | 21/7473 [03:41<22:32:47, 10.89s/it]
                                                    
  0%|          | 21/7473 [03:41<22:32:47, 10.89s/it]
  0%|          | 22/7473 [03:47<19:44:42,  9.54s/it]
                                                    
  0%|          | 22/7473 [03:47<19:44:42,  9.54s/it]
  0%|          | 23/7473 [03:55<18:54:46,  9.14s/it]
                                                    
  0%|          | 23/7473 [03:55<18:54:46,  9.14s/it]
  0%|          | 24/7473 [04:04<18:56:16,  9.15s/it]
                                                    
  0%|          | 24/7473 [04:04<18:56:16,  9.15s/it]
  0%|          | 25/7473 [04:14<19:14:10,  9.30s/it]
                                                    
  0%|          | 25/7473 [04:14<19:14:10,  9.30s/it]
  0%|          | 26/7473 [04:24<19:28:38,  9.42s/it]
                                                    
  0%|          | 26/7473 [04:24<19:28:38,  9.42s/it]
  0%|          | 27/7473 [04:34<19:43:49,  9.54s/it]
                                                    
  0%|          | 27/7473 [04:34<19:43:49,  9.54s/it]
  0%|          | 28/7473 [04:44<20:07:05,  9.73s/it]
                                                    
  0%|          | 28/7473 [04:44<20:07:05,  9.73s/it]
  0%|          | 29/7473 [04:54<20:19:09,  9.83s/it]
                                                    
  0%|          | 29/7473 [04:54<20:19:09,  9.83s/it]
  0%|          | 30/7473 [05:04<20:33:17,  9.94s/it]
                                                    
  0%|          | 30/7473 [05:04<20:33:17,  9.94s/it]
  0%|          | 31/7473 [05:11<18:43:50,  9.06s/it]
                                                    
  0%|          | 31/7473 [05:11<18:43:50,  9.06s/it]
  0%|          | 32/7473 [05:21<19:27:43,  9.42s/it]
                                                    
  0%|          | 32/7473 [05:21<19:27:43,  9.42s/it]
  0%|          | 33/7473 [05:31<19:23:19,  9.38s/it]
                                                    
  0%|          | 33/7473 [05:31<19:23:19,  9.38s/it]
  0%|          | 34/7473 [05:41<19:58:14,  9.66s/it]
                                                    
  0%|          | 34/7473 [05:41<19:58:14,  9.66s/it]
  0%|          | 35/7473 [05:51<20:09:44,  9.76s/it]
                                                    
  0%|          | 35/7473 [05:51<20:09:44,  9.76s/it]
  0%|          | 36/7473 [06:01<20:07:39,  9.74s/it]
                                                    
  0%|          | 36/7473 [06:01<20:07:39,  9.74s/it]
  0%|          | 37/7473 [06:11<20:24:16,  9.88s/it]
                                                    
  0%|          | 37/7473 [06:11<20:24:16,  9.88s/it]
  1%|          | 38/7473 [06:19<19:24:59,  9.40s/it]
                                                    
  1%|          | 38/7473 [06:19<19:24:59,  9.40s/it]
  1%|          | 39/7473 [06:29<19:57:28,  9.66s/it]
                                                    
  1%|          | 39/7473 [06:29<19:57:28,  9.66s/it]
  1%|          | 40/7473 [06:42<21:59:18, 10.65s/it]
                                                    
  1%|          | 40/7473 [06:42<21:59:18, 10.65s/it]
  1%|          | 41/7473 [06:54<22:52:56, 11.08s/it]
                                                    
  1%|          | 41/7473 [06:54<22:52:56, 11.08s/it]
  1%|          | 42/7473 [07:05<22:39:25, 10.98s/it]
                                                    
  1%|          | 42/7473 [07:05<22:39:25, 10.98s/it]
  1%|          | 43/7473 [07:15<21:55:58, 10.63s/it]
                                                    
  1%|          | 43/7473 [07:15<21:55:58, 10.63s/it]
  1%|          | 44/7473 [07:25<21:24:30, 10.37s/it]
                                                    
